phonepe,Payments
google pay,Payments
gpay,Payments
mobiKwik,Payments
razorpay,Payments
stripe,Payments
paypal,Payments
venmo,Payments
wallet topup,Payments
wallet recharge,Payments
wallet transfer,Payments
cashback reward,Income
reward points,Income
reward redemption,Income
coupon,Discounts
promo,Discounts
voucher,Discounts
gift card,Gifts
grocery online,Grocery
instamart,Grocery
blinkit,Grocery
dmart,Grocery
reliance fresh,Grocery
more megastore,Grocery
spencer's,Grocery
spar,Grocery
smart bazaar,Grocery
supermarket,Grocery
vegetable market,Grocery
fruit vendor,Grocery
butcher,Food
fish market,Food
seafood,Food
restaurant bill,Food
hotel bill,Travel
room charge,Travel
room rent,Travel
rent,Rent
rent payment,Rent
house rent,Rent
flat rent,Rent
apartment rent,Rent
brokerage fees,Fees
brokerage,Fees
stock purchase,Investments
mutual fund,Investments
sip,Investments
investment,Investments
bank interest,Income
interest received,Income
dividend,Income
fd interest,Income
tax refund,Income
cashback,Income
offer discount,Discounts
discount,Discounts
